citation_url,citation,citation_id,source_export_id,export_label
https://www.earthchem.org/petdb/citation/01259a0cb2431834302abe2df60a1327,"Martyn, J. (1969). THE GEOLOGICAL HISTORY OF THE COUNTRY BETWEEN LAKE BARINGO AND THE KERIO RIVER, BARINGO DISTRICT, KENYA. null, null.",01259a0cb2431834302abe2df60a1327,earthchem_export_jul15_26_51025,CIB
https://www.earthchem.org/petdb/citation/01386bd6d8e091c2ab4c7c7de644d37b,"Hedge, C. E., Peterman, Z. E. (1970). THE STRONTIUM ISOTOPIC COMPOSITION OF BASALTS FROM THE GORDA AND JUAN DE FUCA RISES, NORTHEASTERN PACIFIC OCEAN. CONTRIB MINERAL PETROL, 27, 114-120.",01386bd6d8e091c2ab4c7c7de644d37b,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/0172d289da48c48de8c5ebf3de9f7ee1,"Bailey, K. (1976). POTASSIUM-ARGON AGES FROM THE GALAPAGOS ISLANDS. SCIENCE, 192(4238), 467.",0172d289da48c48de8c5ebf3de9f7ee1,earthchem_export_jul15_26_51427,OIB
https://www.earthchem.org/petdb/citation/019d385eb67632a7e958e23f24bd07d7,"Hekinian, R. (1968). ROCKS FROM THE MID-OCEAN RIDGE IN THE INDIAN OCEAN. DEEP SEA RESEARCH, 15, 195-213.",019d385eb67632a7e958e23f24bd07d7,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/01d8bae291b1e4724443375634ccfa0e,"Gurenko, A. A., Hoernle, K., ... Schmincke, H. U. (2010). SOURCE COMPONENTS OF THE GRAN CANARIA (CANARY ISLANDS) SHIELD STAGE MAGMAS: EVIDENCE FROM OLIVINE COMPOSITION AND Sr-Nd-Pb ISOTOPES. CONTRIB MINERAL PETROL, 159, 689-702.",01d8bae291b1e4724443375634ccfa0e,earthchem_export_jul15_26_51427,OIB
https://www.earthchem.org/petdb/citation/01e9565cecc4e989123f9620c1d09c09,"Heatherington, A. L., Mueller, P. A. (1991). GEOCHEMICAL EVIDENCE FOR TRIASSIC RIFTING IN SOUTHWESTERN FLORIDA. TECTONOPHYSICS, 188, 291-302.",01e9565cecc4e989123f9620c1d09c09,earthchem_export_jul15_26_51025,CIB
https://www.earthchem.org/petdb/citation/021bbc7ee20b71134d53e20206bd6feb,"Erzinger, J., Bach, W. (1995). VOLATILE COMPONENTS IN BASALTS AND BASALTIC GLASSES FROM THE EPR AT 9 DEG 30 N. PROC ODP, SCI RESULTS, 142, 23-29.",021bbc7ee20b71134d53e20206bd6feb,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/028ee724157b05d04e7bdcf237d12e60,"Machida, S., Orihashi, Y., ... Tamaki, K. (2014). REGIONAL MANTLE HETEROGENEITY REGULATES MELT PRODUCTION ALONG THE REUNION HOTSPOT-INFLUENCED CENTRAL INDIAN RIDGE. GEOCHEM J, 48, 17.",028ee724157b05d04e7bdcf237d12e60,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/02e74f10e0327ad868d138f2b4fdd6f0,"Erlank, A. J., Reid, A. M., ... Dick, H. J. B. (1982). FERROBASALT FROM THE SPIESS RIDGE SEGMENT OF THE SOUTHWEST INDIAN RIDGE. EARTH PLANET SCI LETT, 60, 437-451.",02e74f10e0327ad868d138f2b4fdd6f0,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/02f657d55eaf1c4840ce8d66fcdaf90c,"Delong, S. E. (1974). DISTRIBUTION OF RB, SR AND NI IN IGNEOUS ROCKS, CENTRAL AND WESTERN ALEUTIAN ISLANDS, ALASKA. GEOCHIM COSMOCHIM ACTA, 38(2), 266.",02f657d55eaf1c4840ce8d66fcdaf90c,earthchem_export_jul15_26_5343,ARC
https://www.earthchem.org/petdb/citation/0314c9b108b8c39f1cf878ed93fdd5ae,"Sun, P., Niu, Y., ... Xiao, Y. (2020). LARGE IRON ISOTOPE VARIATION IN THE EASTERN PACIFIC MANTLE AS A CONSEQUENCE OF ANCIENT LOW-DEGREE MELT METASOMATISM. GEOCHIMICA ET COSMOCHIMICA ACTA, 286, 269-288.",0314c9b108b8c39f1cf878ed93fdd5ae,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/0336dcbab05b9d5ad24f4333c7658a0e,"Hays, E. E., Nicholls, G. D., ... Nalwalk, A. J. (1964). THE NATURE AND COMPOSITION OF ROCK SAMPLES DREDGED FROM THE MID-ATLANTIC RIDGE BETWEEN 22 DEGREE N AND 52 DEGREE N. MARINE GEOLOGY, 1, 333-343.",0336dcbab05b9d5ad24f4333c7658a0e,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/038d5463327addf90d282c35be4c5eb1,"Xiaohui, L. (2024). https://ecl.earthchem.org/view.php?id=3107. null, null.",038d5463327addf90d282c35be4c5eb1,earthchem_export_jul15_26_5343,ARC
https://www.earthchem.org/petdb/citation/03e0704b5690a2dee1861dc3ad3316c9,"Stakes, D., Franklin, J. M. (1994). PETROLOGY OF IGNEOUS ROCKS AT MIDDLE VALLEY, JUAN DE FUCA RIDGE. PROC ODP, SCI RESULTS, 139, 79-102.",03e0704b5690a2dee1861dc3ad3316c9,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/044a23cadb567653eb51d4eb40acaa88,"Baitis, H. W., Lindstrom, M. (1980). GEOLOGY, PETROGRAPHY, AND PETROLOGY OF PINZON ISLAND, GALAPAGOS ARCHIPELAGO. CONTRIB MINERAL PETROL, 72(4), 386.",044a23cadb567653eb51d4eb40acaa88,earthchem_export_jul15_26_51427,OIB
https://www.earthchem.org/petdb/citation/045117b0e0a11a242b9765e79cbf113f,"Graham, A. L., Nicholls, G. D. (1969). MASS SPECTROGRAPHIC DETERMINATION OF LANTHANIDE ELEMENT CONTENTS IN BASALTS. GEOCHIM COSMOCHIM ACTA, 33, 555-568.",045117b0e0a11a242b9765e79cbf113f,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/04c6906524cd877e833fe26ddaddc62f,"Boccaletti, M., Mazzuoli, R., ... Abebe, B. (1999). PLIO-QUATERNARY VOLCANOTECTONIC ACTIVITY IN THE NORTHERN SECTOR OF THE MAIN ETHIOPIAN RIFT: RELATIONSHIPS WITH OBLIQUE RIFTING. JOURNAL OF AFRICAN EARTH SCIENCES, 29(4), 679-698.",04c6906524cd877e833fe26ddaddc62f,earthchem_export_jul15_26_51025,CIB
https://www.earthchem.org/petdb/citation/051e4e127b92f5d98d3c79b195f2b291,"Eissen, J. P. (1982). PETROLOGIE COMPAREE DE BASALTES DE DIFFERENTS SEGMENTS DE ZONES D'ACCRETION OCEANIQUE Ë TAUX D'ACCRETION VARIES (MER ROUGE, ATLANTIQUE, PACIFIQUE). THESIS OR DISSERTATION, DOCTORAL, UNIV STRASBOURG; MONOGRAPHIC",051e4e127b92f5d98d3c79b195f2b291,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/060ad92489947d410d897474079c1477,"Schilling, J., Hanan, B. B., ... Kingsley, R. H. (1986). PB ISOTOPE EVIDENCE IN THE SOUTH ATLANTIC FOR MIGRATING RIDGE-HOT SPOT INTERACTIONS. NATURE, 322, 137-144.",060ad92489947d410d897474079c1477,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/061412e4a03c02f9902576ec55ebbe77,"Paster, T. P. (1968). PETROLOGIC VARIATIONS WITHIN SUBMARINE BASALT PILLOWS OF THE SOUTH PACIFIC-ANTARCTIC OCEAN. THESIS OR DISSERTATION, DOCTORAL, FLORIDA STATE UNIV; MONOGRAPHIC ",061412e4a03c02f9902576ec55ebbe77,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/06409663226af2f3114485aa4e0a23b4,"Graham, D. G., Delaney, J. R., ... Muenow, D. W. (1978). ABUNDANCE AND DISTRIBUTION OF WATER, CARBON AND SULFUR IN THE GLASSY RIMS OF SUBMARINE PILLOW BASALTS. GEOCHIM COSMOCHIM ACTA, 42, 581-594.",06409663226af2f3114485aa4e0a23b4,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/069059b7ef840f0c74a814ec9237b6ec,"Havens, R. G., Engel, A. E. J., ... Engel, C. G. (1965). CHEMICAL CHARACTERISTICS OF OCEANIC BASALTS AND THE UPPER MANTLE. GEOL SOC AMER BULL, 76, 719-734.",069059b7ef840f0c74a814ec9237b6ec,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/069059b7ef840f0c74a814ec9237b6ec,"Havens, R. G., Engel, A. E. J., ... Engel, C. G. (1965). CHEMICAL CHARACTERISTICS OF OCEANIC BASALTS AND THE UPPER MANTLE. GEOL SOC AMER BULL, 76, 719-734.",069059b7ef840f0c74a814ec9237b6ec,earthchem_export_jul15_26_51427,OIB
https://www.earthchem.org/petdb/citation/069d3bb002acd8d7dd095917f9efe4cb,"Jochum, K. P., Verma, S. P. (1996). EXTREME ENRICHMENT OF SB, TL AND OTHER TRACE ELEMENTS IN ALTERED MORB. CHEMICAL GEOLOGY, 130, 289-299.",069d3bb002acd8d7dd095917f9efe4cb,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/06f7c042b76e4b04f698c75b7b2777ea,"Hu, H., Yu, X., ... Hu, H. (2025). MAGMA EVOLUTION ALONG DETACHMENT FAULT-AFFECTED RIDGE SEGMENTS: PETROLOGY AND GEOCHEMISTRY OF MORBS FROM THE TIANXIU SEGMENT, CARLSBERG RIDGE. LITHOS, 494-495, 107917.",06f7c042b76e4b04f698c75b7b2777ea,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/070dbb6024b5ef93784428afc71f2146,"Ayuso, R. A., Haeussler, P., ... Wandless, G. (2009). THE ROLE OF RIDGE SUBDUCTION IN DETERMINING THE GEOCHEMISTRY AND ND–SR–PB ISOTOPIC EVOLUTION OF THE KODIAK BATHOLITH IN SOUTHERN ALASKA. TECTONOPHYSICS, 464(1-4), 163.",070dbb6024b5ef93784428afc71f2146,earthchem_export_jul15_26_5343,ARC
https://www.earthchem.org/petdb/citation/072b030ba126b2f4b2374f342be9ed44,"Schilling, J. (1975). RARE-EARTH VARIATIONS ACROSS NORMAL SEGMENTS OF THE REYKJANES RIDGE, 60 DEGREE -53 DEGREE N, MID-ATLANTIC RIDGE, 29 DEGREE S, AND THE EAST PACIFIC RISE, 2 DEGREE -19 DEGREE S, AND EVIDENCE ON THE COMPOSITION OF THE UNDERLYING LOW-VELOCITY LAYER. J GEOPHYS RES, 80, 1459-1473.",072b030ba126b2f4b2374f342be9ed44,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/0738069b244a1c43c83112b735140a16,"Maier, W. D., Marsh, J. S., ... Barnes, S. (2003). THE CONCENTRATIONS OF THE NOBLE METALS IN SOUTHERN AFRICAN FLOOD-TYPE BASALTS AND MORB: IMPLICATIONS FOR PETROGENESIS AND MAGMATIC SULPHIDE EXPLORATION. CONTRIB MINERAL PETROL, 146(1), 61.",0738069b244a1c43c83112b735140a16,earthchem_export_jul15_26_5343,ARC
https://www.earthchem.org/petdb/citation/0747b9be4f90056c30eb5241f06bfe9b,"George, R., Turner, S., ... Dreher, S. T. (2004). CHEMICAL VERSUS TEMPORAL CONTROLS ON THE EVOLUTION OF THOLEIITIC AND CALC-ALKALINE MAGMAS AT TWO VOLCANOES IN THE ALASKA-ALEUTIAN ARC. J PETROL, 45(1), 219.",0747b9be4f90056c30eb5241f06bfe9b,earthchem_export_jul15_26_5343,ARC
https://www.earthchem.org/petdb/citation/0777d5c17d4066b82ab86dff8a46af6f,"Liias, R. A., Rhodes, J. M., ... Morgan, C. (1990). GEOCHEMISTRY OF AXIAL SEAMOUNT LAVAS: MAGMATIC RELATIONSHIP BETWEEN THE COBB HOTSPOT AND THE JUAN DE FUCA RIDGE. J GEOPHYS RES, 95, 12713-12733.",0777d5c17d4066b82ab86dff8a46af6f,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/07cdfd23373b17c6b337251c22b7ea57,"Fisher, R. L., Hedge, C. E., ... Futa, K. (1979). THE RARE EARTH ABUNDANCES AND RB-SR SYSTEMATICS OF BASALTS, GABBRO, ANORTHOSITE AND MINOR GRANITE ROCKS FROM THE INDIAN OCEAN RIDGE SYSTEM, WESTERN INDIAN OCEAN. CONTRIB MINERAL PETROL, 68, 373-376.",07cdfd23373b17c6b337251c22b7ea57,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/07e1cd7dca89a1678042477183b7ac3f,"Schilling, J., Yu, D., ... Fontignie, D. (1997). MANTLE PLUME - RIDGE INTERACTIONS IN THE CENTRAL NORTH ATLANTIC: A ND ISOTOPE STUDY OF MID-ATLANTIC RIDGE BASALTS FROM 30 DEGREE N TO 50 DEGREE N. EARTH PLANET SCI LETT, 146, 259-272.",07e1cd7dca89a1678042477183b7ac3f,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/084afd913ab1e6ea58b8ca73f6cb41a6,"Brotzu, P., Morbidelli, L., ... Traversa, G. (1984). MIOCENE TO QUATERNARY VOLCANISM IN EASTERN KENYA: SEQUENCE AND GEOCHRONOLOGY. TECTONOPHYSICS, 101(1-2), 75-86.",084afd913ab1e6ea58b8ca73f6cb41a6,earthchem_export_jul15_26_51025,CIB
https://www.earthchem.org/petdb/citation/084b6fbb10729ed4da8c3d3f5a3ae7c9,"O'nions, R. K., Pankhurst, R. J. (1974). PETROGENETIC SIGNIFICANCE OF ISOTOPE AND TRACE ELEMENT VARIATIONS IN VOLCANIC ROCKS FROM THE MID-ATLANTIC. J PETROL, 15, 603-634.",084b6fbb10729ed4da8c3d3f5a3ae7c9,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/084b6fbb10729ed4da8c3d3f5a3ae7c9,"O'nions, R. K., Pankhurst, R. J. (1974). PETROGENETIC SIGNIFICANCE OF ISOTOPE AND TRACE ELEMENT VARIATIONS IN VOLCANIC ROCKS FROM THE MID-ATLANTIC. J PETROL, 15, 603-634.",084b6fbb10729ed4da8c3d3f5a3ae7c9,earthchem_export_jul15_26_51427,OIB
https://www.earthchem.org/petdb/citation/08c5433a60135c32e34f46a71175850c,"Halliday, A. N., Lee, D. C., ... James, D. E. (1995). INCOMPATIBLE TRACE ELEMENTS IN OIB AND MORB AND SOURCE ENRICHMENT IN THE SUB-OCEANIC MANTLE. EARTH PLANET SCI LETT, 133, 379-395.",08c5433a60135c32e34f46a71175850c,earthchem_export_jul15_26_51427,OIB
https://www.earthchem.org/petdb/citation/09ba3f0df1447f40e98674ba9d62c747,"Konrad, K., Graham, D. W., ... Koppers, A. (2017). SPATIAL AND TEMPORAL VARIABILITY IN MARQUESAS ISLANDS VOLCANISM REVEALED BY  3 HE/ 4 HE AND THE COMPOSITION OF OLIVINE-HOSTED MELT INCLUSIONS. CHEMICAL GEOLOGY, 477",09ba3f0df1447f40e98674ba9d62c747,earthchem_export_jul15_26_51427,OIB
https://www.earthchem.org/petdb/citation/09c6c3783b4a70054da74f2538ed47c6,"Sours-page, R. E., Nielsen, R. L., ... Batiza, R. (2002). MELT INCLUSIONS AS INDICATORS OF PARENTAL MAGMA DIVERSITY ON THE NORTHERN EAST PACIFIC RISE. CHEMICAL GEOLOGY, 183, 237-261.",09c6c3783b4a70054da74f2538ed47c6,earthchem_export_jul14_26_14620,MORB
